微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",甘肃城管执法新政,可使用身体强制力排除妨碍,人民日报记者银燕获悉,甘肃省城市管理行政执法指南,目前基本定稿,即将开展试点工作,其中明确规定,对拒不听从现场指令的,可以口头警告,义务人仍然拒不服从的,城市管理行政执法人员可以使用合理的身体强制力,排除妨碍,迫使其履行义务,原图,",True,2012-11-27 11:08,微博 weibo.com,3,1008,635
",警方越权了吗,江苏苏州汽车南站对面一家超市,因经常有顾客被少找钱而遭投诉,警方对这家超市的猫腻心知肚明,但取证非常困难,无奈之下,警方在超市门口设牌站岗,以此来让超市经营人员知难而退,目前超市已关门歇业,是主持正义还是越权管理,你支持警方做法吗,",True,2012-11-27 10:27,媒体版微博,39,1674,1636
",听政,中共中央政治局委员,重庆市委书记孙政才,要牢固树立正确的权力观,地位观和利益观,倍加珍惜党和人民赋予的权力,以公仆之心秉公用权,不为私欲所动,不为私利所惑,要培养健康向上的生活情趣,坚决反对低俗奢靡,腐朽堕落的生活方式,维护党在人民群众中的良好形象,原图,",True,2012-11-27 09:41,微博 weibo.com,9,371,43
",三块钱该怎么花,53,的营养午餐试点学校采用学校食堂供餐,学生和家长都反映,能吃饱,吃得还不错,但学校人财物管理压力很大,35,的学校选择了向企业购买供餐服务,配餐多为牛奶,鸡蛋,却未必适合所有学生饮食习惯,一起来说说,三块钱营养午餐,怎么加,",True,2012-11-27 09:04,微博 weibo.com,4,461,513
"转发理由,贵州响水矿难23名遇难者确定每名赔偿103,6万元,人民日报记者黄娴消息,经相关部门研究决定,贵州盘县响水煤矿矿难每名遇难人员赔偿金额为103,6万元,据抢险指挥部介绍,赔偿金额是按照现行的最高标准执行,原始用户,人民日报,转发内容,快讯,响水煤矿事故最后一名遇难者遗体找到,人民日报记者黄娴消息,26日14时左右,贵州响水煤矿事故最后一名遇难者遗体找到,至此,此次事件已致23人死亡,5人受伤,目前,救援工作基本结束,相关善后处理工作正在进行,",False,2012-11-27 08:43,媒体版微博,3,175,146
",异地高考,慢不得也急不得,在教育改革进入深水区的今天,异地高考已不是简单地做,加法,而是一种深刻的利益调整,不同社会群体间,本地人与外地人之间的利益如何协调,不同的利益诉求如何兼顾,难以避免的利益冲突如何平衡,还需各方一起求共识,想办法,找出路,",True,2012-11-27 08:23,微博 weibo.com,2,262,246
",生为战机,死为战机,褚晓文曾劝罗阳休息一会儿再干,前面耽误的活儿太多了,得赶回来,罗阳这样回答,前期的高强度,高压力工作透支了罗阳,11月25日12时许,罗阳突发急性心肌梗死,心源性猝死,英年早逝,航空报国是使命,而不是荣誉,这是罗阳生前的一句话,",True,2012-11-27 07:41,微博 weibo.com,11,1768,892
",新闻史上的今天,1890年11月27日,中国著名的新闻记者,新闻学者和早期新闻教育工作者戈公振先生诞生于江苏东台,在中国新闻学研究中,他首次将报刊史研究确立为一门学问,由其撰写的,中国报学史,以其丰富,系统的一手史料汇集,成为中国新闻史的圭臬,中国新闻史学会供稿,图片来自网络,原图,",True,2012-11-27 07:02,微博 weibo.com,1,218,44
",你好,明天,航母style走红,用生命造就舰载机完美腾空的人却倒下,喜与悲纠结反转中人们感动痛惜,也有人认为不值甚至猜测质疑,罗阳走了,把思考留下,多元时代,个人选择,个性表达无可指责,但总有些价值需要坚守,如家国情怀和社会责任,潇洒的看客心态,精致的利益权衡,换不来美丽中国,安,原图,",True,2012-11-26 23:54,微博 weibo.com,19,1889,742
"转发理由,去年十月,国务院决定实施农村义务教育学生营养改善计划,中央每年拨款160多亿按每生每天3元的标准提供补助,同时鼓励各地开展营养改善试点,中央财政给予奖补,比如,除中央补助外,目前宁夏省级财政再补助1,6元,亚力山大,丘卜莱,不要说三块钱能吃到什么,直接提到五块吧,五块钱才有些东西吃,原始用户,人民日报,转发内容,三块钱能吃到啥,三块钱的营养午餐,被指不过一小盒牛奶加一片巴掌大的面包,营养午餐,是执行环节出了偏差,还是不同地区消费水平不同,应该调整政策,人民日报从明日开始推出,政策聚焦,关注营养餐,系列调查,在你生活的地方,三块钱能吃到啥,欢迎参与讨论,原图,",False,2012-11-26 23:44,微博 weibo.com,3,280,482
",才见虹霓君已去,英雄谢幕海天间,舰载机起降成功,罗阳却倒下了,由于训练任务异常繁重,精神高度紧张,加之船上有保密要求,直到24号成功起降训练,上船第7天,他才跟妻子通了次电话,自己整个的任务都已经完成了,非常欣慰,没想到这次通话就成了他和家人最后一次通话,人民日报记者何勇,原图,",True,2012-11-26 23:29,微博 weibo.com,10,1619,566
",微评论,反腐题材,不能,娱乐至死,雷政富不雅视频曝光后,各种恶搞照片,搞笑段子接踵而至,对腐败官员及其臭行憎恶嘲笑可以理解,然而如果围观只剩下娱乐和恶搞,理性的反思将何处容身,只有理性的反思,才能避免狂欢之后好了伤疤忘了疼,才能使公众自下而上的监督力量更加持久有力,",True,2012-11-26 23:04,微博 weibo.com,22,1465,1015
",微议录,不会忘记你,罗阳,中国之所以顽强地前进着,是因为有一群黙黙奉献的中坚力量,国家的脊梁,所以我们对祖国的未来才充满信心与期待,英雄,向您致敬,感谢,健息道发,许振旺,William伟良,寒,末,雪国骑士001,动物园观察家,百事通老李,Lunaticia,權筅笙,等对罗阳殉职等话题发表观点,原图,",True,2012-11-26 22:53,微博 weibo.com,4,336,191
",三块钱能吃到啥,三块钱的营养午餐,被指不过一小盒牛奶加一片巴掌大的面包,营养午餐,是执行环节出了偏差,还是不同地区消费水平不同,应该调整政策,人民日报从明日开始推出,政策聚焦,关注营养餐,系列调查,在你生活的地方,三块钱能吃到啥,欢迎参与讨论,原图,",True,2012-11-26 22:37,微博 weibo.com,24,6149,3293
"转发理由,总之,要让祖国的未来不再饥饿,茁壮成长,北大新传徐泓,转发一个不同的意见,财新记者和研究机构的调查表明,儿童营养贫困,未得到妥善解决,整体上,应当在增加投入和体制机制上做文章,简单解释为腐败,没有充分依据,反腐的重心应当放在寻租机会较大的领域,",False,2012-11-26 22:28,微博 weibo.com,10,364,242
",湖南,凤凰县营养餐问题免职校长等5位工作人员,人民日报记者侯琳良消息,26日晚湖南凤凰县教育局局长吴元贵告诉记者,目前对于微博曝光问题已调查清楚,管理上出了漏洞,其他方面没有问题,已经做出了对腊尔山镇所德小学校长,2名副校长,县教育局勤管站站长,副站长免职的处理决定,即将发布公文,原图,",True,2012-11-26 21:56,微博 weibo.com,7,1663,810
",航母style,走红网络,侧屈腿,食指和中指指向飞机起飞方向,其余手指握拳,脸背对起飞方向,近日航母辽宁舰进行舰载机起降训练的电视画面在网上暴红,宿舍,沙发,操场,马路,网友创造出各种,航母style,今晚的新闻联播也进行了报道,为了不冷落上个网络热点,还是问问元芳吧,这事你怎么看,原图,",True,2012-11-26 21:13,微博 weibo.com,22,1888,720
",教育部,集中力量打好异地高考这场,硬仗,教育部有关负责人26日表示,异地高考是教育公平的标志性事件,要集中力量,打好这一硬仗,现在离年底只有1个多月时间,除青海,黑龙江,山东,江苏,福建,湖北等省已初步明确随迁子女在当地参加升学考试的条件外,多数省,区,市,尚未出台方案,原图,",True,2012-11-26 20:45,微博 weibo.com,3,292,214
",在中国吃猪肉等于自杀,危言耸听,近日,一则旧帖又在网上流传,称小猪使用含有大量激素,安眠药,高铜,砷等的添加剂催肥,五六个月就出栏,长期食用会诱发不适甚至癌症,经查,该说法危言耸听,近三年猪饲料质量卫生指标抽检合格率在90,以上,猪肉安全总体有保障,",True,2012-11-26 20:11,微博 weibo.com,11,601,457
",谁在从孩子嘴里抢食,一盒牛奶,一片巴掌大的面包,中央财政补贴到孩子手中的午餐,资金效用严重缩水,对媒体曝光的问题,决不能仅纠正了事,纪检监察部门应积极介入,落实,营养午餐,应从资金拨付,招标采购,定期配送等各环节建立公开,透明,权责明确的监管机制,让孩子们不仅吃饱,更要吃好,原图,",True,2012-11-26 19:34,微博 weibo.com,23,3191,1138
",陶淑凤和她的爱心养鸡场,儿时患病致残,一直与轮椅为伴,仍然乐观生活,人到中年收养女弃婴,为给她治病甘愿倾家荡产,40岁办起养鸡场,在尚有欠款时坚持义卖帮助孤残儿童,只要有一点能力,她就想付出,乡亲们都叫她陶姐,她,就是天津市蓟县下营镇段庄村的陶淑凤,",True,2012-11-26 18:41,微博 weibo.com,5,189,98
",日本任命木寺昌人为驻华大使,日本政府22日召开阁僚会议,决定任命木寺昌人接替丹羽宇一郎出任驻华大使,木寺昌人现年60岁,毕业于东京大学,1976年进入外务省,曾任国际合作局长,外务省官房长等职务,今年9月出任内阁官房副长官助理,木寺昌人将于12月下旬赴任,新华视点,原图,",True,2012-11-26 17:43,微博 weibo.com,2,118,110
",聂伟,地震后拼命赚钱只为裸捐,他曾经只想出人头地,干一番事业光宗耀祖,5,12,地震后,他为寻找商机前往灾区,然而,灾区的景象让他,痛入脊髓,从此变身为,慈善使者,边赚钱边裸捐,他帮助过近3000人,捐款逾200万元,却与妻儿住在不足25平米的老房子里,",True,2012-11-26 17:12,微博 weibo.com,18,504,305
",看4D电影去,银幕上,主人公推开舱门,海风扑面袭来,座位上,观众感到迎面一阵风吹过,裤脚也在飒飒抖动,目前,全国的4D影厅已有数十个,逼真的嗅觉,触觉,置身其中的穿越感,4D电影在带给人们全新体验的同时,也考验着人们的身体和神经,弱问一句,有5D电影吗,",True,2012-11-26 16:40,微博 weibo.com,2,304,263
",山东泰安高速路事故最新消息,人民日报记者潘俊强消息,11月26日6时45分,受大雾影响,在京台高速山东泰安段发生7起连环追尾交通事故,死亡1人,受伤11人,在宁阳段发生15起交通事故,现场死亡4人,2人在送到医院后经抢救无效死亡,受伤24人,截至下午3时,现场救援和清理工作已基本结束,交通恢复,",True,2012-11-26 16:03,微博 weibo.com,2,130,78
",我们因何关注真相,房叔,是怎样炼成的,肯德基还能放心吃吗,打黑收入究竟上缴国库几何,社会转型的宏大叙事下,普通个体对真相的追问具体而微,不必对此慌张,中国这艘行进中的巨轮,只有更多观察和暸望,才能对浅滩暗礁及时发出警报,为政者,把稳方向,直面警报,美丽中国的航程才能更稳健,原图,",True,2012-11-26 15:13,微博 weibo.com,10,385,199
",快讯,响水煤矿事故最后一名遇难者遗体找到,人民日报记者黄娴消息,26日14时左右,贵州响水煤矿事故最后一名遇难者遗体找到,至此,此次事件已致23人死亡,5人受伤,目前,救援工作基本结束,相关善后处理工作正在进行,",True,2012-11-26 14:26,微博 weibo.com,4,348,155
",微调查,您对加强和创新社会管理有哪些期待,政府机关,脸难看,事难办,门难进,部分行政审批手续过于复杂,社会组织不健全,专业化水平低,下一个十年,你对加强和创新社会管理有哪些期许,快来参加我们的调查吧,您的观点将有机会登上,人民日报,哦,",True,2012-11-26 14:12,媒体版微博,2,113,179
",汽车召回,罚款最高可超过1亿元,国务院,缺陷汽车产品召回管理条例,将于明年1月1日起实施,质检总局2004年制定的原,缺陷汽车产品召回管理规定,对违法行为最高只能处3万元罚款,新,条例,实施后,罚款金额最高可超过1亿元,而且,情节严重的还将被吊销有关许可,",True,2012-11-26 13:34,微博 weibo.com,0,169,77
",求学为了什么,功利化盛行的如今,选课只求好过,学习为了出国,就业瞅准国考,还有多少人,为求知而求知,中国曾诞生过华罗庚,陈景润,钱学森等世界级科学家,但近12年来,国家自然科学一等奖竟有8年空缺,论文数量全球第一,高质量论文比例依旧偏低,",True,2012-11-26 12:51,微博 weibo.com,8,1145,575
",离开乔布斯的苹果不行了吗,1,乔布斯俯视顾客,而库克仰视顾客,2,乔布斯追求细节完美,自己地图不行宁可用谷歌的,库克不同,3,乔布斯要推就推革命性产品,库克会把大版本分成小版本,苹果公司股价自9月21日以来累计跌幅超过25,乔布斯身后的苹果真的不行了吗,",True,2012-11-26 11:52,微博 weibo.com,4,698,355
",揭密,歼,15,起降,航母跑道只有200多米,仅为陆上跑道的1,15,在涌浪作用下,飞行甲板会沿前,后,左,右,上,下等方向运动,在舰载机降落时,飞行员从空中看航母,只有一张邮票大小,要在茫茫大海将飞机降落到一张,邮票,上,对飞行员技术和心理素质要求极高,",True,2012-11-26 10:57,微博 weibo.com,6,496,372
",人民论坛,腐败问题是执政党致命伤,一旦利益的诱惑侵蚀了党员干部的理想信念,一旦膨胀的私欲污染了清正廉明的政治本色,一旦特权思想,特权意识,特权行为损坏了社会公平,民怨载道,社会动荡,政权垮台就绝非危言耸听,只有从根子上拒腐防变,国家才会长治久安,",True,2012-11-26 10:10,微博 weibo.com,10,1024,651
",南开大学,学生代表进校委会参与治校,24日,南开大学校长龚克在该校学代会,研代会开幕式上正式提出,该校校务委员会将为学生代表设固定席位,将有两名学生以委员的身份加入原由教师和领导构成的校务委员会,他还建议,学生参与治理学校应写入,高等教育法,学生参与,治学治校,您怎么看,原图,",True,2012-11-26 09:27,微博 weibo.com,10,666,380
",歼,15研制现场总指挥罗阳殉职,25号12时48分,随辽宁舰参与歼,15舰载机起降训练的歼,15飞机研制现场总指挥,中航工业沈飞集团董事长罗阳在航母上突发急性心肌梗死,经抢救无效去世,享年51岁,他用生命换来歼,15完美升空,却未来及参加昨晚的庆功晚宴,英雄,一路走好,央视新闻,北京青年报,原图,",True,2012-11-26 08:40,微博 weibo.com,65,6164,3048
",我国无人驾驶汽车完成高速公路测试,11月24日,由军事交通学院研制的无人驾驶智能汽车从京津高速台湖收费站启程,用一个小时左右到达天津东丽收费站,全程行驶104公里,成功完成高速公路测试,这是我国首次在官方认证下完成的无人驾驶智能汽车高速公路测试,无人驾驶,你期待吗,人民日报,原图,",True,2012-11-26 08:22,微博 weibo.com,6,1718,745
",人民时评,反腐,要速度更要力度,从重庆北碚到黑龙江双城,最近,提速,成了反腐关键词,节奏加快的政府反应,充满忧患意识的治党言辞,都意味着中国反腐的新思考新探索,有人说,微博让反腐提速,其实民众更关注其后的法治进程,关注由点到面制度的修复和完善,",True,2012-11-26 07:43,微博 weibo.com,7,918,316
",新闻史上的今天,1905年11月26日,中国同盟会的机关报,民报,在日本东京创刊,设有论说,时评,谈丛,选录等栏目,与梁启超等改良派主办的,新民丛报,进行论战,驳斥改良派君主立宪,开明专制,反对土地国有等主张,壮大了革命派的声势,成为进步舆论的中心,中国新闻史学会供稿,图片自网络,原图,",True,2012-11-26 07:01,微博 weibo.com,5,312,92
",你好,明天,航母舰载机起降成功,首条高寒地区高速铁路通车在即,这是中国,异地高考方案正艰难博弈,试点多年的官员财产公示制仍不明朗,这也是中国,国家的现代化,物质只是一个层面,制度供给不能长期拖后腿,用器物提升国家实力和人的生活,靠制度护卫社会公平和人的尊严,这才是现代中国,安,原图,",True,2012-11-25 23:42,微博 weibo.com,30,4895,1362
",微议录,差别不大谁愿背井离乡,中国到了反哺农村的时候,提高农村生活条件,保障农民根本利益,让农民在土地上幸福生活,才是王道,感谢,阳光下的蓝白色,苏州老犍,快乐大绵羊,常州天宁杨曦,左手倒影右手年华呗,andrew微笑,垃圾工,对盲目撤点并校后遗症,农村过度城市化等话题发表评论,原图,",True,2012-11-25 23:18,微博 weibo.com,2,394,156
",为世界留下五千年,继,大裤衩,大秋裤,等之后,浙江一酒店被戏称为,马桶盖,公众调侃表达了对建筑师张扬个性式迷乱符号的不满和对城市建筑,中国风,的企盼,倾听百姓呼唤,秉承梁思成,中而新,方向,不为利益所惑,打破建筑设计外资独大格局,城市建造者才能为世界留下五千年,原图,",True,2012-11-25 22:59,微博 weibo.com,16,541,267
",广东政法,喊你微博找案源,25日,广东省政法委认证微博,广东政法,发布微博称,微博案源多,鼓励广东各级检察院及其反贪局,反渎局开办官方微博,循线依法反贪反渎,从网友微博爆料求关注,到政府号召微博找案源,多一些主动作为,少一些被动应对,这就对了,原图,",True,2012-11-25 22:30,媒体版微博,4,617,267
",一九四二,北京首映,冯小刚电影新作,一九四二,25日在京首映,电影根据刘震云原著,温故一九四二,改编,有观众反映,看完电影有些压抑,冯小刚说,观众需要不同的电影,希望观众觉得看完这个电影有收获,没有浪费了电影票的钱,电影将于29日上映,你会去看吗,原图,",True,2012-11-25 22:16,微博 weibo.com,8,1117,707
",写给国考失意的你,想必收到很多短信,祝国考顺利,谁知步出考场,遗憾已了然自知,不必过分遗憾,无非奋斗的一程,有时暂时的挫折,只是让前路更清晰,路径面前,再选择,责任面前,再出发,我们不仅要做自己生活的主角,更要做理想生活的导演,功成不必当下,功力必不唐捐,不言放弃,又何言乏力,原图,",True,2012-11-25 21:48,微博 weibo.com,11,1604,451
",火锅店变了,祸锅店,山西寿阳火锅店爆炸,液化气罐安全性引发关注,超期使用,阀门和管线没有定期检查,离热源过近,随意晃动和摆放等不合规操作,火锅行业司空见惯的液化气罐,隐藏安全隐患,痛心和后怕之余,当务之急是加强对液化气罐的安全检查及对使用者的培训,",True,2012-11-25 21:15,微博 weibo.com,1,323,136
",微评论,从矿工到世界拳王,梦想如何照进现实,挖过煤,当过保安的熊朝忠,成为中国获得世界拳王金腰带的第一人,不放弃,不抛弃,来自最低层的他用勇气和执着,实现了中国人称霸拳坛的梦想,从熊朝忠到姚明,李娜,他们的传奇刷新了中国形象,为怀抱梦想的,草根一族,注入能量和信心,原图,",True,2012-11-25 20:37,微博 weibo.com,13,1116,437
"转发理由,事故系三车相撞所致,事故发生于25日10时35分,一辆重型自卸货车与载有7人的奇瑞越野车及装载棉花的东风牌普通货车先后相撞,奇瑞越野车驾驶员1人和3名乘客当场死亡,车上其他3人及东风货车驾驶员受伤,后经医院抢救无效全部死亡,肇事重型货车司机已被公安机关拘留,原始用户,人民日报,转发内容,突发新闻,央视新闻,新疆喀什的省道215线莎车段发生一起重大道路交通事故,造成8人死亡,",False,2012-11-25 20:07,媒体版微博,2,127,111
",中国好声音,陈里,1,中国农村人口大约4,5亿劳动力,在城市打工人口大约2,7亿,粮食生产成为大问题,2,1,3亿农民工的孩子无论在城市或留守在农村,都是教育大问题,3,农民和农民工的社会保障医疗养老到了不重视不行的程度,4,过度城市化忽略了新农村建设原定的方向,城市病已经显现,",True,2012-11-25 19:42,微博 weibo.com,40,4982,774
",突发新闻,央视新闻,新疆喀什的省道215线莎车段发生一起重大道路交通事故,造成8人死亡,",True,2012-11-25 18:13,微博 weibo.com,17,406,228
",当年受助,如今助人,臧曰镇和吴丽群,南京80后小夫妻,去年才把去世父亲欠的债还清,并不富裕的他们两年间资助了8名贫困生,助学金额4,8万元,他们是大学校友,靠助学贷款和奖学金完成学业,最困难的时候得到了别人帮助,有能力了也希望帮助别人,善良仁义的小夫妻,感动,也祝幸福,扬子晚报,原图,",True,2012-11-25 17:53,微博 weibo.com,30,1337,596
",约三成人国考,打酱油,25日,2013年度国家公务员考试进行公共科目笔试,央视消息,今年参加笔试的考生有111,7万名,此前有150万人报名,实考人数占报名人数的74,5,2003年,2012年统计数据发现,10年来,有近三成的报名者最终未参加考试,属于,打酱油,原图,",True,2012-11-25 17:12,微博 weibo.com,5,975,318
",哈大高铁明起售票,哈尔滨至大连高速铁路12月1日开通运营,运营初期,实行冬夏两张运行图,时速分别为200公里和300公里,并实行对应票价,至明年3月31日执行冬季运行图,二等座票价285元,一等座456元,特等座513元,明天上午10点开始售票,哈尔滨至大连夏季最快4小时,冬季最快5小时,原图,",True,2012-11-25 16:17,媒体版微博,4,404,173
",票房分账新协议,万达,新影联,金逸珠江等30条院线宣布与华谊兄弟开展新合作,其发行的,1942,十二生肖,西游降魔篇,按新分账比例与院线分成,3亿票房之内43,57,超过3亿部分按45,55进行,超过8亿元按47,53进行,中影,光线,博纳,星美尚未与院线达成新分账协议,人民日报记者刘阳,原图,",True,2012-11-25 15:53,媒体版微博,5,531,128
",锻炼,别说没时间,调查显示,我国八成成年人从不锻炼,仅有11,9,每周锻炼3次以上,锻炼,没时间,最常见的答案,时间都用在哪,阅读,看电视,玩电脑,呆着,没场地,听来有理,出门跑个步,在家做个操,只要有心,处处都是运动场,周末,别坐着,动起来,不做亚健康的木头人,嘿,就是说你呢,原图,",True,2012-11-25 15:07,媒体版微博,13,3020,561
",取消航空货运代理资质意味什么,消息称因违规托运,圆通,韵达,汇行,启昊被取消二类航空货运代理资质,对,圆通,韵达是不是不能发航空件,的疑问,人民日报记者左娅了解到,理论上它们可委托其它航空货运代理公司实现快件航空运输,圆通吃罚单的是子公司上海圆通货运,旗下其它货运公司未受影响,原图,",True,2012-11-25 14:22,微博 weibo.com,3,520,130
",重庆,雷政富调查结果将及时公布,重庆市纪委表示,11月23日重庆市北碚区原区委书记雷政富立案调查后,调查组正深入开展工作,调查结果将及时公布,对领导干部违法违纪问题,发现一起查处一起,绝不姑息,",True,2012-11-25 13:23,媒体版微博,7,279,259
"转发理由,京郑段途经这些站,北京西站始发,途经,涿州东,高碑店东,保定东,定州东,石家庄机场站,石家庄,高邑西,邢台东,邯郸东,安阳东,鹤壁东,新乡东站,在郑州东站与京广高铁郑州至武汉段相连,你的出行会因此变方便吗,原始用户,人民日报,转发内容,京广高铁京郑段今日试运行,京广高铁北京至石家庄至郑州段25日转入按运行图模拟试运行阶段,该段建设里程681公里,设计速度350公里,小时,初期运营速度300公里,小时,计划2012年底投入运营,届时,京广深高铁将全线贯通,北京到广州2200公里的运行时间将由20个小时缩短到8小时,人民日报记者鲍丹,原图,",False,2012-11-25 12:57,微博 weibo.com,3,410,218
",京广高铁京郑段今日试运行,京广高铁北京至石家庄至郑州段25日转入按运行图模拟试运行阶段,该段建设里程681公里,设计速度350公里,小时,初期运营速度300公里,小时,计划2012年底投入运营,届时,京广深高铁将全线贯通,北京到广州2200公里的运行时间将由20个小时缩短到8小时,人民日报记者鲍丹,原图,",True,2012-11-25 12:46,微博 weibo.com,7,1182,262
",贵州响水煤矿事故已致19人死亡,人民日报记者黄娴消息,贵州响水煤矿事故死亡人数增加到19人,井下4名被困人员仍在搜救,送往医院的5名伤者目前情况稳定,事故调查组已经成立,4名相关责任人被问责,贵州省要求,盘江集团立即进行安全生产大检查,市,县也立即开展安全大检查,原图,",True,2012-11-25 11:58,微博 weibo.com,2,227,143
",舰载机飞行员选拔堪比航天员,首批歼,15舰载机飞行员选拔培养堪比航天员,飞过至少5个机种,飞行时间超过1000小时,每一次起降都像过,鬼门关,更要具备,泰山崩于前而不惊,的心理素质,调整航向,对准跑道,尾钩钩住阻拦索,滑行几十米后停住,着舰瞬间,振奋,人民日报,",True,2012-11-25 11:10,微博 weibo.com,18,819,515
",盲目撤点并校后遗症,上学远,校车差,大班额,面对盲目撤点并校后遗症,各地开始采取措施,暂停撤点并校,恢复必要的小规模学校,根据实际条件规定走读距离,制止用低速货车,三轮汽车当校车,班额超标学校不再并入学生,职称晋升和绩效工资向农村教师倾斜,",True,2012-11-25 10:23,微博 weibo.com,1,527,245
",歼,15战机顺利起降航母,航母跑道短,窄,降落环境严苛,舰载机起降被比作,刀尖上的舞蹈,辽宁舰,交接入列后,顺利进行了歼,15起降飞行,飞行甲板后部的阻拦索装置由我国自主研制制造,战机着舰与尾钩完全咬合后,速度能从数百公里时速数秒内减少为零,滑行距离不超过百米,人民日报,原图,",True,2012-11-25 09:32,微博 weibo.com,25,1302,714
",新闻史上的今天,1926年11月25日,汉口,民国日报,出版,该报初为国民党湖北省党部机关报,也是共产党开展革命统一战线工作的重要舆论工具,编辑,记者大多是共产党员,宛希俨,高语罕,沈雁冰,茅盾,先后任总主笔,汪精卫反革命政变后,该报同其他国民党左派报刊均遭扼杀,中国新闻史学会供稿,原图,",True,2012-11-25 09:02,微博 weibo.com,5,154,66
",你好,明天,今天,最高检称,将按照规定程序办理李庄等人信访材料,是非曲直有待法律认定,程序,二字格外令人珍视,无论改革发展,还是化解矛盾,都绝不能以言代法,以权压法,徇私枉法,都应以法治方式,按法定程序处理,这是法治中国前行方向,确立法治思维,树立法治信仰,我们在路上,安,原图,",True,2012-11-24 23:38,微博 weibo.com,14,2988,1119
",微评论,反腐提速,说明什么,雷政富被网络曝光,三天被撤职,女记者举报人大代表,次日纪委成立调查组,官方对民间举报的快速反应,释放反腐提速的积极信号,十八大提出,始终保持惩治腐败高压态势,充分发动群众反腐,积极回应民间举报,才能形成反腐败的天罗地网,让官员不能腐,不敢腐,原图,",True,2012-11-24 23:02,微博 weibo.com,22,4272,654
",微议录,给年轻人拼搏的盼头,别让年轻人想去拼搏的时候无法解决后顾之忧,想去拼搏的时候发现无路可走,想去拼搏的时候发现失败的代价太过沉重,感谢,AarronHan,潘笑天,andrew微笑,彤言有忌,權筅笙,李树仁Always,苗xx,等网友就罚款特色班,年轻人求稳定,温岭钉子户事件等话题发表的微议哈,原图,",True,2012-11-24 22:32,微博 weibo.com,2,363,92
",微评论,官员开会请,言为心声,李克强副总理在座谈会上频频即兴提问,要求官员不要念稿,不再开会靠读稿,调查靠秘书,重视会场上的言为心声,是要求官员更切实地了解社情民意,脚步向下,向群众问计,才能在开会时有话可言,有问可提,多说实在话,少读讲话稿,深化改革不妨从会场开始,原图,",True,2012-11-24 22:05,微博 weibo.com,31,4054,109
"转发理由,据新华社,国家安全监管总局已派出由国家安全监管总局副局长,国家煤矿安监局局长付建华和国家煤矿安监局副局长王树鹤率领的工作组赶赴事故现场,督促指导地方全力做好抢险救援等工作,原始用户,人民日报,转发内容,贵州响水煤矿发生煤与瓦斯突出事故致18死,据新华社,记者从贵州省有关部门和盘江集团了解到,24日11时许,位于贵州省六盘水市盘县境内的响水煤矿发生煤与瓦斯突出事故,事故发生时有28人在井下,截至当天17时30分,事故已造成18人死亡,有5人获救,另有5人仍困在井下,救援人员正在搜救中,",False,2012-11-24 21:43,媒体版微博,0,134,89
"转发理由,山西成立寿阳火锅店爆炸燃烧事故调查组,据新华社,山西省已经成立以省安监局局长为组长的事故调查组,现场救援及清理工作已经结束,截至目前,事故共造成14人死亡,47人受伤,其中重伤11人,轻伤36人,个别严重者烧伤面积达40,重伤人员尚未度过危险期,但生命体征平稳,原始用户,人民日报,转发内容,山西火锅店爆炸已致14死,人民日报记者冀业消息,11月23日晚7时52分,山西省晋中市寿阳县喜羊羊火锅店发生液化气泄漏引起的爆炸燃烧事故,截至目前,已致死亡14人,受伤47人,其中重伤17人,受伤人员已全部送往医院救治,部分伤员转到太原,目前善后工作全面展开,事故原因正在进一步调查中,原图,",False,2012-11-24 21:40,媒体版微博,1,157,103
",癌症女教师,写小说笑对病魔,三年前患胃癌,一年后转移到卵巢,今年丈夫又患结肠癌,命运的残酷没有击倒陈立文,她将自己的故事写成21万字的小说,一家出版社圆了她的作家梦,她的另一个梦想是回到讲坛,我们要把每一个属于自己的日子,用芬芳和梦想把它点缀得更美更亮,",True,2012-11-24 21:25,微博 weibo.com,15,323,183
",国务院安委办要求严格停产煤矿的复产验收,24日,国务院安委会办公室下发紧急通知,要求进一步加强当前煤矿安全生产,严格停产煤矿的复产验收工作,达不到安全生产条件的煤矿一律不得恢复生产,决不允许停产煤矿以任何借口,任何理由擅自违规组织生产,切实做到验收合格一个,恢复生产一个,原图,",True,2012-11-24 20:41,微博 weibo.com,2,142,91
",微调查,十八大报告提出要,完善国民健康政策,为群众提供安全有效方便价廉的公共卫生和基本医疗服务,具体到医疗改革的实际内容,你最关注哪一方面,http,t,cn,zj4OPvb,此外,目前,我国基本医保覆盖率超过了95,关于医保,你认为最需改善的又是什么呢,",True,2012-11-24 20:00,微博 weibo.com,6,92,26
